id,userId,bookId,read,readDate,progress,createdAt,updatedAt
"9f31a454-1efa-49fd-ae35-c753d1b0ea50",,1,true,,,2025-06-23T23:21:14.136Z,2025-08-20T05:42:16.698Z
"c3870b16-66f8-404e-b913-3ff659d23551",,9,false,,,2025-06-23T23:21:15.386Z,2025-06-23T23:21:15.386Z
