id,userId,videoId,watched,watchDate,progress,createdAt,updatedAt
"f7c736bd-edca-404b-bfe1-37c68fd5f8b2",,4471,false,,,2025-06-23T23:13:03.034Z,2025-06-23T23:13:03.034Z
"e6ab4850-c5c6-484f-83a9-8d342412d71b",,4472,false,,,2025-06-23T23:13:03.040Z,2025-06-23T23:13:03.040Z
"7bdf57b1-b9ca-4a3d-af38-80fe2aea57ac",,4473,false,,,2025-06-23T23:13:03.046Z,2025-06-23T23:13:03.046Z
"f53add41-e591-4db5-92fc-72fa650c4546",,4474,false,,,2025-06-23T23:13:03.051Z,2025-06-23T23:13:03.051Z
"21f4b91c-c997-4758-b304-11b11e418fc1",,4475,false,,,2025-06-23T23:13:03.057Z,2025-06-23T23:13:03.057Z
"c3feeb56-1eb7-43d3-8b08-99b7dcdebf25",,4476,false,,,2025-06-23T23:13:03.062Z,2025-06-23T23:13:03.062Z
"1d3a6d81-3e6d-4a7f-9165-338a4dcdaaf5",,4477,false,,,2025-06-23T23:13:03.069Z,2025-06-23T23:13:03.069Z
"0be22da5-fcbe-4394-bccb-117f83138124",,4478,false,,,2025-06-23T23:13:03.074Z,2025-06-23T23:13:03.074Z
"2e668a0f-4416-4195-9f61-ff9b7b71040b",,4479,false,,,2025-06-23T23:13:03.079Z,2025-06-23T23:13:03.079Z
"e883e2f3-59a6-481a-bb3e-f8c9ec289aa3",,4480,false,,,2025-06-23T23:13:03.085Z,2025-06-23T23:13:03.085Z
"f6753852-b10a-4a7d-9e52-7d3b938f6251",,4481,false,,,2025-06-23T23:13:03.091Z,2025-06-23T23:13:03.091Z
"7d8b1a45-1160-4c14-824a-cc414773adb2",,4482,true,,,2025-06-23T23:13:03.096Z,2025-09-12T22:09:43.146Z
"97dc4971-cc07-451b-8b81-a991db7257a0",,4483,true,,,2025-06-23T23:13:03.102Z,2025-09-12T22:09:43.164Z
"6ebb5243-0b15-4451-9f2b-8e551265316c",,4484,true,,,2025-06-23T23:13:03.107Z,2025-09-12T22:31:48.408Z
"0cda1efc-6508-447a-b6ab-3e89f8a732e9",,4485,false,,,2025-06-23T23:13:03.113Z,2025-06-23T23:13:03.113Z
"2569ed98-6fb1-44d5-abe8-0b8c26723f93",,4486,false,,,2025-06-23T23:13:03.121Z,2025-06-23T23:13:03.121Z
"6dd38fb5-7052-4887-951e-d71b3de98b64",,4487,false,,,2025-06-23T23:13:03.127Z,2025-06-23T23:13:03.127Z
"54ab849c-d474-45ad-a27d-9a1d4c012e2c",,4488,false,,,2025-06-23T23:13:03.133Z,2025-06-23T23:13:03.133Z
"e6bf962a-0503-4109-99f3-e1288575d1be",,4489,false,,,2025-06-23T23:13:03.138Z,2025-06-23T23:13:03.144Z
"0d7beb79-033c-42a4-9046-654bbdccd793",,4491,true,,,2025-06-23T23:13:03.150Z,2025-09-12T22:09:43.151Z
"45271e7e-e5df-4ce5-926b-fada45b81fb9",,4492,true,,,2025-06-23T23:13:03.155Z,2025-09-12T22:09:43.154Z
"bffcbb88-c003-4ff9-a40b-4ddcce3040ce",,4493,false,,,2025-06-23T23:13:03.160Z,2025-06-23T23:13:03.160Z
"59eb2284-8c46-44cf-9e98-2c7ffdadecf2",,4494,false,,,2025-06-23T23:13:03.166Z,2025-06-23T23:13:03.166Z
"1e75be70-6c50-4e7f-a118-925fbc59a66c",,4495,false,,,2025-06-23T23:13:03.172Z,2025-06-23T23:13:03.172Z
"fd04ab61-34ca-4aba-807d-b9bbda7491f2",,4496,false,,,2025-06-23T23:13:03.178Z,2025-06-23T23:13:03.178Z
"1a64bb21-dc39-4be3-b93c-4a116a300e70",,4497,false,,,2025-06-23T23:13:03.184Z,2025-06-23T23:13:03.184Z
"1632455b-bf0c-48fd-857b-cdf30088ed3d",,4498,false,,,2025-06-23T23:13:03.190Z,2025-06-23T23:13:03.190Z
"80c409ea-1ba1-459c-bc91-42c2308dddfa",,4499,false,,,2025-06-23T23:13:03.196Z,2025-06-23T23:13:03.196Z
"0541b271-4be3-4e3c-ba42-a0848c3e63f6",,4500,false,,,2025-06-23T23:13:03.202Z,2025-06-23T23:13:03.202Z
"a39ab4cf-ef51-4c96-9759-97a184ca9468",,4501,false,,,2025-06-23T23:13:03.208Z,2025-06-23T23:13:03.208Z
"f29d87e1-6715-420c-9e05-265278abac87",,4502,false,,,2025-06-23T23:13:03.214Z,2025-06-23T23:13:03.214Z
"c7b1e238-2fce-48db-9e4a-5b41e315856d",,4503,true,,,2025-06-23T23:13:03.220Z,2025-09-12T22:09:43.181Z
"098f1eaf-61e4-405a-b7ea-66287d293eb3",,4504,true,,,2025-06-23T23:13:03.226Z,2025-09-12T22:09:43.157Z
"1ed8c1b4-7acd-4f1f-9718-140fba55f1d4",,4505,true,,,2025-06-23T23:13:03.232Z,2025-09-12T22:09:43.174Z
"d43007fd-9c46-4a98-b3da-5908d7ff8296",,4506,false,,,2025-06-23T23:13:03.238Z,2025-06-23T23:13:03.238Z
"83d9a78a-3390-4586-b0dc-501338d570bd",,4507,false,,,2025-06-23T23:13:03.244Z,2025-06-23T23:13:03.244Z
"8c2fb32c-5ca2-4e53-874e-944f87b23d6f",,4508,false,,,2025-06-23T23:13:03.249Z,2025-06-23T23:13:03.249Z
"0507cae4-e7b6-4539-a298-f649c94f9d71",,4509,true,,,2025-06-23T23:13:03.255Z,2025-09-12T22:09:43.339Z
"995eb3ba-3f4a-43b2-8c09-72e0ce1aa173",,4510,true,,,2025-06-23T23:13:03.261Z,2025-06-23T23:13:03.261Z
"57dabc9d-66ec-40ca-96e0-339ea9863618",,4511,true,,,2025-06-23T23:13:03.266Z,2025-06-23T23:13:03.266Z
"a569fca5-0a3d-495b-8066-f119177e0cf7",,4512,false,,,2025-06-23T23:13:03.272Z,2025-06-23T23:13:03.272Z
"dc4c964e-10f0-4b1e-a666-ceb4f6bbc002",,4513,false,,,2025-06-23T23:13:03.277Z,2025-06-23T23:13:03.277Z
"cb9101b6-1add-4468-896b-bd8c856bf24c",,4514,false,,,2025-06-23T23:13:03.283Z,2025-06-23T23:13:03.283Z
"cc0d8e3d-8547-4ad3-a622-47cc17c85c11",,4515,false,,,2025-06-23T23:13:03.289Z,2025-06-23T23:13:03.289Z
"daad6361-6bd0-40e8-92c0-49cb19034235",,4516,false,,,2025-06-23T23:13:03.295Z,2025-06-23T23:13:03.295Z
"b9678613-5fef-4fc1-941e-9d4c28a0dada",,4517,false,,,2025-06-23T23:13:03.301Z,2025-06-23T23:13:03.301Z
"f8f394d2-c56b-49d9-a024-e03d2b924afe",,4518,false,,,2025-06-23T23:13:03.307Z,2025-06-23T23:13:03.307Z
"45d1b049-eab6-4ef8-b27a-ab1651141d75",,4520,true,,,2025-06-23T23:13:03.317Z,2025-09-12T22:09:43.334Z
"01667acc-671e-4c65-ba01-9e553037a73c",,4521,true,,,2025-06-23T23:13:03.326Z,2025-09-12T22:09:43.057Z
"f433542b-f99d-4100-9a0c-2c2f70a322d4",,4522,false,,,2025-06-23T23:13:03.332Z,2025-06-23T23:13:03.332Z
"321724d3-6ae6-4db3-97c8-cca8ebd73da9",,4524,false,,,2025-06-23T23:13:03.344Z,2025-06-23T23:13:03.344Z
"8ebbe467-b870-4a9f-acb5-92fe052d6f56",,4525,false,,,2025-06-23T23:13:03.350Z,2025-06-23T23:13:03.350Z
"a82844fd-c5c7-4dad-a928-76b00ea515d4",,4526,false,,,2025-06-23T23:13:03.355Z,2025-06-23T23:13:03.355Z
"2d040188-8cc6-4c1c-b5f1-8221ec37aa77",,4527,false,,,2025-06-23T23:13:03.361Z,2025-06-23T23:13:03.361Z
"bebc975c-c7f3-4cc9-9219-deb1b7d0057b",,4528,false,,,2025-06-23T23:13:03.367Z,2025-06-23T23:13:03.367Z
"80e7c5aa-cdc9-4bb0-aa95-13637d100592",,4529,false,,,2025-06-23T23:13:03.373Z,2025-06-23T23:13:03.373Z
"e6adfff9-7118-42f1-ae19-a598164b24e9",,4530,false,,,2025-06-23T23:13:03.379Z,2025-06-23T23:13:03.379Z
"4f90a21e-de06-46c1-bd99-68749ccd0d7f",,4531,false,,,2025-06-23T23:13:03.385Z,2025-06-23T23:13:03.385Z
"e10beaa5-1f9c-4cc3-8ac0-657fda9c42d3",,4532,false,,,2025-06-23T23:13:03.391Z,2025-06-23T23:13:03.391Z
"6a4f88ce-70c4-43d6-8db2-3b585b6b7a28",,4533,false,,,2025-06-23T23:13:03.397Z,2025-06-23T23:13:03.397Z
"ff693bbe-8590-4027-bc98-d75b8e555608",,4534,true,,,2025-06-23T23:13:03.402Z,2025-06-23T23:13:03.402Z
"3372dc78-4a8e-42f2-b32b-840ca04403f5",,4535,false,,,2025-06-23T23:13:03.408Z,2025-06-23T23:13:03.408Z
"cd6d6c3c-7968-49da-b4d7-352f1afc8c76",,4536,true,,,2025-06-23T23:13:03.414Z,2025-09-12T22:09:42.884Z
"9a953bcd-3a02-49c7-baef-1b8c93f0ea05",,4537,true,,,2025-06-23T23:13:03.430Z,2025-06-23T23:13:03.430Z
"a91295ab-b0e3-4395-8571-9788e2a2e3bc",,4538,false,,,2025-06-23T23:13:03.445Z,2025-06-23T23:13:03.445Z
"706dc1bd-7e06-4cfb-a756-36a79670f570",,4539,false,,,2025-06-23T23:13:03.460Z,2025-06-23T23:13:03.460Z
"71249f4d-97f5-4407-a738-28bbe30a0f2b",,4540,false,,,2025-06-23T23:13:03.475Z,2025-06-23T23:13:03.475Z
"e61791cd-fea6-464e-b519-b60df76d32b1",,4541,false,,,2025-06-23T23:13:03.490Z,2025-06-23T23:13:03.490Z
"a94089fe-5e8b-4d38-9f40-38370c6ca533",,4542,false,,,2025-06-23T23:13:03.497Z,2025-06-23T23:13:03.497Z
"5554b3bb-375f-41e1-9481-2edb1f58eccc",,4543,false,,,2025-06-23T23:13:03.503Z,2025-06-23T23:13:03.503Z
"b103424b-3384-4fbe-b0a7-9ecf8212baed",,4544,false,,,2025-06-23T23:13:03.509Z,2025-06-23T23:13:03.509Z
"40e62875-9fb3-4e3d-83b7-b2157652f7e7",,4545,false,,,2025-06-23T23:13:03.521Z,2025-06-23T23:13:03.521Z
"38544c23-59cc-4bb3-a915-56828d933119",,4546,true,,,2025-06-23T23:13:03.530Z,2025-06-23T23:13:03.530Z
"9d9332aa-45de-4dfe-9f15-a9e5835a231f",,4547,false,,,2025-06-23T23:13:03.658Z,2025-06-23T23:13:03.658Z
"941c5808-cccf-444e-8567-a417405b4b06",,4548,false,,,2025-06-23T23:13:03.670Z,2025-06-23T23:13:03.670Z
"3f43f837-720a-44b2-85c7-5d2f5621e2d5",,4549,false,,,2025-06-23T23:13:03.684Z,2025-06-23T23:13:03.684Z
"67162bb9-44bb-49d8-944c-1f8abeebba2a",,4550,false,,,2025-06-23T23:13:03.698Z,2025-06-23T23:13:03.698Z
"70995bf5-57b2-4a86-98e6-18978e4e7a67",,4551,false,,,2025-06-23T23:13:03.716Z,2025-06-23T23:13:03.716Z
"510b9869-bd65-405c-8dce-e44aada02c96",,4552,false,,,2025-06-23T23:13:03.741Z,2025-06-23T23:13:03.741Z
"a20c9759-b14c-4563-8678-22557ec6869c",,4553,false,,,2025-06-23T23:13:03.759Z,2025-06-23T23:13:03.759Z
"a2fdf342-7221-4149-a8df-aa962311bd0b",,4554,false,,,2025-06-23T23:13:03.781Z,2025-06-23T23:13:03.781Z
"c6db1215-4cf8-40d2-a85d-1d57bd9ab62e",,4555,false,,,2025-06-23T23:13:03.797Z,2025-06-23T23:13:03.797Z
"f11be22e-c52a-41e6-a7d7-1bc48a16485a",,4556,false,,,2025-06-23T23:13:03.820Z,2025-06-23T23:13:03.820Z
"4c08346f-1fa3-4034-8562-f4de1cc32b25",,4557,false,,,2025-06-23T23:13:03.854Z,2025-06-23T23:13:03.854Z
"4a3dfae7-c587-4d3b-bcfe-907ed10e7dbb",,4558,false,,,2025-06-23T23:13:03.877Z,2025-06-23T23:13:03.877Z
"93188926-f838-40db-90a0-3da81e772f36",,4559,true,,,2025-06-23T23:13:03.883Z,2025-09-12T22:09:43.326Z
"19b29197-3f81-4997-91b4-e97dea6106bb",,4560,true,,,2025-06-23T23:13:03.889Z,2025-09-12T22:09:43.323Z
"e60b4730-fd41-4cdb-908c-0d964612a2db",,4561,true,,,2025-06-23T23:13:03.895Z,2025-09-12T22:09:43.320Z
"91d234c6-26be-4772-bbc6-f51ea8654bbf",,4562,true,,,2025-06-23T23:13:03.901Z,2025-09-12T22:09:43.317Z
"15d57a37-8c2d-4525-b688-2cb907be719e",,4563,true,,,2025-06-23T23:13:03.907Z,2025-09-12T22:09:43.313Z
"e36bd3ff-eaa7-4b73-be9c-04c5f16df115",,4564,false,,,2025-06-23T23:13:03.912Z,2025-06-23T23:13:03.912Z
"d6f9ce89-1131-4c1c-9ec4-db96ff9b698b",,4565,false,,,2025-06-23T23:13:03.918Z,2025-06-23T23:13:03.918Z
"d91b820b-73ad-47ae-81f9-547beb1626a2",,4566,false,,,2025-06-23T23:13:03.923Z,2025-06-23T23:13:03.923Z
"53228297-d482-44b2-89e7-4f11851f519d",,4567,false,,,2025-06-23T23:13:03.929Z,2025-06-23T23:13:03.929Z
"2fbbb931-6c94-455a-a8ae-7a23007b555d",,4568,false,,,2025-06-23T23:13:03.935Z,2025-06-23T23:13:03.935Z
"d165983f-1452-4eef-8be0-9d60f8907df4",,4569,false,,,2025-06-23T23:13:03.942Z,2025-06-23T23:13:03.942Z
"d2f26eb2-98b9-4c6a-b6ef-0a8d30913e3e",,4570,false,,,2025-06-23T23:13:03.947Z,2025-06-23T23:13:03.947Z
"87ff29a4-4be2-4dca-aeff-2a7abce48d11",,4571,true,,,2025-06-23T23:13:03.953Z,2025-08-19T13:57:35.804Z
"a9e82e64-871f-4034-830e-8574239dbbca",,4574,false,,,2025-06-23T23:13:03.978Z,2025-06-23T23:13:03.978Z
"0f937567-52ac-4c81-a910-5866c24e7d62",,4575,false,,,2025-06-23T23:13:03.991Z,2025-06-23T23:13:03.991Z
"526386b8-6a16-44f0-abc7-edb9639d0f18",,4576,false,,,2025-06-23T23:13:03.996Z,2025-06-23T23:13:03.996Z
"759ecc10-5df0-4c66-acf1-497f82aceda7",,4577,false,,,2025-06-23T23:13:04.002Z,2025-06-23T23:13:04.002Z
"d575d11c-a46f-4c42-bd68-25ad86387191",,4578,false,,,2025-06-23T23:13:04.007Z,2025-06-23T23:13:04.007Z
"01e86bcc-e3e4-423c-ba7c-6942205fe41b",,4579,false,,,2025-06-23T23:13:04.012Z,2025-06-23T23:13:04.012Z
"ad1bcb68-71d1-4942-90a8-a5c80ec8910a",,4580,false,,,2025-06-23T23:13:04.018Z,2025-06-23T23:13:04.018Z
"76c3490c-0c4f-4d0f-bfba-1bdb95f03fa7",,4581,false,,,2025-06-23T23:13:04.023Z,2025-06-23T23:13:04.023Z
"5cc9a445-9b36-4d25-b48f-9c158a31d614",,4582,false,,,2025-06-23T23:13:04.028Z,2025-06-23T23:13:04.028Z
"1a8077a0-90ef-471c-9f9d-05e190d51601",,4583,false,,,2025-06-23T23:13:04.033Z,2025-06-23T23:13:04.033Z
"46cfbc66-9572-4e06-be8a-c651376ad076",,4584,false,,,2025-06-23T23:13:04.039Z,2025-06-23T23:13:04.039Z
"3500b288-69dc-49cb-9205-aaf16cfba7b3",,4585,false,,,2025-06-23T23:13:04.045Z,2025-06-23T23:13:04.045Z
"29dd3bec-e890-4286-86db-e8f6e9b436d8",,4586,false,,,2025-06-23T23:13:04.050Z,2025-06-23T23:13:04.050Z
"b6a61483-0f79-4ae9-afba-af5501706f6c",,4587,false,,,2025-06-23T23:13:04.056Z,2025-06-23T23:13:04.056Z
"6d5fba01-987b-43ce-8eaf-530d64767702",,4588,false,,,2025-06-23T23:13:04.061Z,2025-06-23T23:13:04.061Z
"6e75b73a-4ad4-4388-8fc0-967f2baf80eb",,4589,true,,,2025-06-23T23:13:04.067Z,2025-06-23T23:13:04.067Z
"a1e8b65a-23e1-4e7c-8fd8-eb35cf7b0237",,4590,true,,,2025-06-23T23:13:04.073Z,2025-06-23T23:13:04.073Z
"4bc9f02a-b796-4a99-be04-641611642e44",,4591,true,,,2025-06-23T23:13:04.095Z,2025-06-23T23:13:04.095Z
"0868652c-4afd-40af-8ea7-1f73c0c7ad55",,4592,true,,,2025-06-23T23:13:04.101Z,2025-06-23T23:13:04.101Z
"cd021920-b0d8-4c3b-8795-471b8b27bbbe",,4593,true,,,2025-06-23T23:13:04.107Z,2025-06-23T23:13:04.107Z
"b71017bf-810f-4a74-ad90-99c7feefd8d9",,4594,true,,,2025-06-23T23:13:04.113Z,2025-06-23T23:13:04.113Z
"a39f1650-f63d-4640-ac44-d8f87aaf0b1c",,4595,true,,,2025-06-23T23:13:04.118Z,2025-06-23T23:13:04.118Z
"d1d24638-534f-42b1-98c5-e04039242092",,4596,true,,,2025-06-23T23:13:04.124Z,2025-06-23T23:13:04.124Z
"c0fe90c9-5df9-4a82-9506-c456069ccb5f",,4597,true,,,2025-06-23T23:13:04.130Z,2025-06-23T23:13:04.130Z
"5972a828-d09c-4160-92ae-0d5701b6423e",,4598,true,,,2025-06-23T23:13:04.136Z,2025-06-23T23:13:04.136Z
"506b1206-2016-4f08-be81-36d0173d6815",,4599,true,,,2025-06-23T23:13:04.142Z,2025-06-23T23:13:04.142Z
"60faee6b-fecb-4034-a96d-cd9d8158af7b",,4600,true,,,2025-06-23T23:13:04.148Z,2025-06-23T23:13:04.148Z
"34912b96-ad8d-421e-8b2f-83f0ed82aa65",,4601,true,,,2025-06-23T23:13:04.154Z,2025-06-23T23:13:04.154Z
"63a39db7-5d33-449f-ae19-1b7bb5dc2291",,4602,true,,,2025-06-23T23:13:04.160Z,2025-06-23T23:13:04.160Z
"97614a82-2e1a-46dc-a3b8-c25d3cff9a75",,4603,true,,,2025-06-23T23:13:04.165Z,2025-06-23T23:13:04.165Z
"d8c8a1cf-820a-42c5-9a2f-45b129b9dcc3",,4604,true,,,2025-06-23T23:13:04.171Z,2025-06-23T23:13:04.171Z
"3affe0b2-c4b0-42c0-957c-a8b6100b47de",,4605,true,,,2025-06-23T23:13:04.177Z,2025-06-23T23:13:04.177Z
"821499c4-4e2f-4ee9-a9bf-1988f943388f",,4606,true,,,2025-06-23T23:13:04.182Z,2025-06-23T23:13:04.182Z
"9c09ea30-8f98-4570-ac4d-52201c7eddb1",,4607,true,,,2025-06-23T23:13:04.188Z,2025-06-23T23:13:04.188Z
"e934666a-f58c-4256-ac6a-6e7797dc91d5",,4608,true,,,2025-06-23T23:13:04.194Z,2025-06-23T23:13:04.194Z
"013d18ec-7e25-4400-8cfd-5737ca96f049",,4609,true,,,2025-06-23T23:13:04.199Z,2025-06-23T23:13:04.199Z
"83069ccb-1cf6-4c36-a20b-8052e3a04d81",,4610,true,,,2025-06-23T23:13:04.205Z,2025-06-23T23:13:04.205Z
"4e761bec-a910-4c89-909f-95dd5c305705",,4611,true,,,2025-06-23T23:13:04.211Z,2025-06-23T23:13:04.211Z
"2edf1ad1-73dd-480c-a8bf-6f17a11b8a67",,4612,true,,,2025-06-23T23:13:04.216Z,2025-06-23T23:13:04.216Z
"fc5ade43-921b-47dc-bd39-e3833191ae41",,4613,true,,,2025-06-23T23:13:04.221Z,2025-06-23T23:13:04.221Z
"888c66b9-812b-4153-b3df-ac196c3ac37f",,4614,false,,,2025-06-23T23:13:04.227Z,2025-06-23T23:13:04.227Z
"2fb8e078-469c-4946-ae5d-d01dd5a7b41c",,4615,false,,,2025-06-23T23:13:04.233Z,2025-06-23T23:13:04.233Z
"9414ce36-54aa-4920-927e-011812eb70a7",,4616,false,,,2025-06-23T23:13:04.239Z,2025-06-23T23:13:04.239Z
"d6b2ad53-9d1e-441b-bfb7-5405b4d792da",,4617,true,,,2025-06-23T23:13:04.247Z,2025-06-23T23:13:04.247Z
"792fafc3-bf89-481b-adf2-63fa335b9b5b",,4618,true,,,2025-06-23T23:13:04.253Z,2025-06-23T23:13:04.253Z
"3e1dda75-3af8-4037-9aa4-c4920d09cecf",,4619,true,,,2025-06-23T23:13:04.258Z,2025-06-23T23:13:04.258Z
"5f208bd4-6bfc-4215-9e9f-347e02498d07",,4620,true,,,2025-06-23T23:13:04.264Z,2025-06-23T23:13:04.264Z
"c485b741-8fdd-4708-a068-6f791057c271",,4621,true,,,2025-06-23T23:13:04.269Z,2025-06-23T23:13:04.269Z
"ed5edc96-161b-4e1b-8877-b3c67eca15b6",,4622,true,,,2025-06-23T23:13:04.275Z,2025-06-23T23:13:04.275Z
"06e01c54-d0f4-475a-b903-476d98d86b0d",,4623,true,,,2025-06-23T23:13:04.280Z,2025-06-23T23:13:04.280Z
"c4f86de5-fc52-499f-9cf5-e09e2fbab132",,4624,true,,,2025-06-23T23:13:04.285Z,2025-06-23T23:13:04.285Z
"cf08462b-31b4-4266-9fcd-72f285e310f4",,4625,true,,,2025-06-23T23:13:04.291Z,2025-06-23T23:13:04.291Z
"038b42e5-2c6d-4ec0-b87f-171a5a8762b5",,4626,true,,,2025-06-23T23:13:04.296Z,2025-06-23T23:13:04.296Z
"ac6d872b-6aa4-4446-b0a2-8c490cbab17f",,4628,true,,,2025-06-23T23:13:04.307Z,2025-06-23T23:13:04.307Z
"378214bf-1b94-473b-b6f3-f7149de3cb94",,4629,true,,,2025-06-23T23:13:04.313Z,2025-06-23T23:13:04.313Z
"05d97a1b-4790-4636-965f-80060acbf865",,4630,true,,,2025-06-23T23:13:04.319Z,2025-06-23T23:13:04.319Z
"2e300504-46ba-4b1c-9466-3cc12ac8f9de",,4631,true,,,2025-06-23T23:13:04.324Z,2025-06-23T23:13:04.324Z
"728fb145-a9cd-4a50-ae3a-074ebd793c44",,4632,true,,,2025-06-23T23:13:04.330Z,2025-06-23T23:13:04.330Z
"48adcdee-46ef-4fdc-9fea-6005e90faf3c",,4633,true,,,2025-06-23T23:13:04.335Z,2025-06-23T23:13:04.335Z
"3938f1e0-b0d3-4ff7-b181-2b24ecee3c6b",,4634,true,,,2025-06-23T23:13:04.341Z,2025-06-23T23:13:04.341Z
"337df2bc-f8a2-42bf-afc6-9ccc3c3682ee",,4635,true,,,2025-06-23T23:13:04.347Z,2025-06-23T23:13:04.347Z
"6de8ac20-9a1e-474c-b0b0-303aa6a82e8c",,4638,true,,,2025-06-23T23:13:04.365Z,2025-08-12T13:14:23.518Z
"18bedaa7-3ae6-4e99-b430-91525152665d",,4639,false,,,2025-06-23T23:13:04.370Z,2025-06-23T23:13:04.370Z
"27838179-3925-451a-ad52-a65f3810cd66",,4640,false,,,2025-06-23T23:13:04.376Z,2025-06-23T23:13:04.376Z
"6dbfd7a1-5d9b-4290-b7bc-553c65232573",,4641,false,,,2025-06-23T23:13:04.381Z,2025-06-23T23:13:04.381Z
"180cecaf-790a-4c25-b101-d585a249d46a",,4642,false,,,2025-06-23T23:13:04.386Z,2025-06-23T23:13:04.386Z
"65e13459-db06-4b13-8413-39d1b2b3c911",,4643,false,,,2025-06-23T23:13:04.391Z,2025-06-23T23:13:04.391Z
"fa67f65d-0133-4cdd-9b9b-1bebd1553aad",,4644,false,,,2025-06-23T23:13:04.396Z,2025-06-23T23:13:04.396Z
"648239e2-807e-48ce-8c5f-dd9c18fec73c",,4645,false,,,2025-06-23T23:13:04.402Z,2025-06-23T23:13:04.402Z
"b46b85cc-1ba4-4f7a-b288-eb3d0a5d2c07",,4646,false,,,2025-06-23T23:13:04.408Z,2025-06-23T23:13:04.408Z
"c3a4287b-05a2-4089-b8cb-665c896f7d6c",,4648,false,,,2025-06-23T23:13:04.419Z,2025-06-23T23:13:04.419Z
"8e920596-e4fb-4bf2-9092-067061c7e8ec",,4649,false,,,2025-06-23T23:13:04.425Z,2025-06-23T23:13:04.425Z
"0e47f454-a452-4bdc-a00e-642c26910f1f",,4650,false,,,2025-06-23T23:13:04.430Z,2025-08-28T10:52:25.182Z
"e623ba05-5f0b-49da-8469-c90e18cab34d",,4651,true,,,2025-06-23T23:13:04.436Z,2025-06-23T23:13:04.436Z
"5fbadca9-b234-4299-93aa-9765403207b9",,4652,false,,,2025-06-23T23:13:04.441Z,2025-06-23T23:13:04.441Z
"e36104a3-e8f3-456e-be0c-3137abc1d63a",,4653,false,,,2025-06-23T23:13:04.446Z,2025-06-23T23:13:04.446Z
"4632d794-a713-4457-bd0d-d454f702bfc1",,4654,false,,,2025-06-23T23:13:04.454Z,2025-06-23T23:13:04.454Z
"9056d8ef-af9c-4b0a-8fbd-7729ab846f13",,4655,false,,,2025-06-23T23:13:04.460Z,2025-06-23T23:13:04.460Z
"fca74a1a-9923-4328-a935-8d184277acf0",,4656,false,,,2025-06-23T23:13:04.466Z,2025-06-23T23:13:04.466Z
"5b8b44ef-e922-448d-8e30-bcb95a6686a2",,4657,false,,,2025-06-23T23:13:04.471Z,2025-06-23T23:13:04.471Z
"47ca43f2-70c3-4c6a-b501-845e036f7d15",,4658,false,,,2025-06-23T23:13:04.476Z,2025-06-23T23:13:04.476Z
"013cf75b-71ed-4eca-8c11-6a32caf5a99e",,4659,true,,,2025-06-23T23:13:04.482Z,2025-06-23T23:13:04.482Z
"54641a82-5a79-4c17-95b0-2785777b18a9",,4660,true,,,2025-06-23T23:13:04.487Z,2025-06-23T23:13:04.487Z
"7ab5d8bf-f5d0-4314-af47-35f994386896",,4661,false,,,2025-06-23T23:13:04.492Z,2025-06-23T23:13:04.492Z
"56f1d748-83d5-4724-8d2a-f1df0a883700",,4662,false,,,2025-06-23T23:13:04.497Z,2025-06-23T23:13:04.497Z
